pedido,lote,fecha,hora,franja,dia_semana,tipo_entrega,codigo,producto,rubro,cantidad,precio_unitario,modificadores,extra_modificadores,total_renglon
LP-260823-S02,S,2026-08-23,20,Cena,Domingo,Delivery,1810,Chandon Baron B. Extra Brut (750cc),Vinos y cervezas,2,58000,,0,116000
LP-260823-S03,S,2026-08-23,20,Cena,Domingo,Delivery,0810,Lomo al Champignon,Carnes y pescados,2,28500,Guarnición: Papas fritas,0,57000
LP-260823-S04,S,2026-08-23,20,Cena,Domingo,Delivery,0304,Cazuela Individual,Tablas,1,11200,Cazuela: Queso,0,11200
LP-260823-S04,S,2026-08-23,20,Cena,Domingo,Delivery,1802,Cerveza Warsteiner,Vinos y cervezas,1,6000,Tamaño: Pinta (500cc),1100,7100
LP-260823-S05,S,2026-08-23,11,Desayuno,Domingo,Delivery,1313,Cuadradito: Crumble Manzana,Panadería y dulces,1,5600,,0,5600
LP-260823-S05,S,2026-08-23,11,Desayuno,Domingo,Delivery,1318,Tostado de jamón y queso,Panadería y dulces,1,8500,,0,8500
LP-260823-S05,S,2026-08-23,11,Desayuno,Domingo,Delivery,1324,Alfajores de Maizena (con Dulce de leche),Panadería y dulces,1,5400,,0,5400
LP-260823-S05,S,2026-08-23,11,Desayuno,Domingo,Delivery,1322,Scons,Panadería y dulces,3,5600,,0,16800
LP-260824-S01,S,2026-08-24,21,Cena,Lunes,Retiro en local,1831,Saint Felicien Cabernet-Merlot 2005,Vinos y cervezas,1,28000,,0,28000
LP-260826-001,R,2026-08-26,18,Merienda,Miércoles,Delivery,,MITAD Calabresa + MITAD Provolone,Pizzas artesanales,1,32900,Tamaño: 8 porciones,4700,37600
LP-260826-001,R,2026-08-26,18,Merienda,Miércoles,Delivery,0501,Pizza Mozzarella,Pizzas artesanales,1,22600,Tamaño: 8 porciones,5400,28000
LP-260826-001,R,2026-08-26,18,Merienda,Miércoles,Delivery,0522,Pizza Fugazza con mozzarella,Pizzas artesanales,1,27200,Tamaño: 8 porciones,8200,35400
LP-260826-S01,S,2026-08-26,23,Cena,Miércoles,Delivery,0820,Wok de Vegetales,Carnes y pescados,1,20600,Acompañamiento: Fideos de arroz,0,20600
LP-260826-S01,S,2026-08-26,23,Cena,Miércoles,Delivery,0215,Mozzarella Flor di Latte,Entradas,1,15400,,0,15400
LP-260826-S02,S,2026-08-26,11,Desayuno,Miércoles,Delivery,1616,Chocolate Caliente (Temporada Invernal),Cafetería,2,5700,,0,11400
LP-260826-S03,S,2026-08-26,14,Almuerzo,Miércoles,Retiro en local,0821,Risotto al Frutti di Mare,Carnes y pescados,1,27800,,0,27800
LP-260826-S04,S,2026-08-26,21,Cena,Miércoles,Delivery,0710,Spaguetti,Pastas,1,13400,Salsa: Mediterránea,8200,21600
LP-260826-S04,S,2026-08-26,21,Cena,Miércoles,Delivery,1807,Uxmal Extra Brut - Bodega Uxmal,Vinos y cervezas,1,25000,,0,25000
LP-260827-001,R,2026-08-27,18,Merienda,Jueves,Delivery,0405,Empanada de Verdura,Empanadas,2,3400,,0,6800
LP-260827-002,R,2026-08-27,2,Madrugada,Jueves,Delivery,0811,Pollo Grille,Carnes y pescados,3,18500,Corte: Patamuslo + Guarnición: Papas fritas,0,55500
LP-260827-003,R,2026-08-27,3,Madrugada,Jueves,Delivery,0811,Pollo Grille,Carnes y pescados,1,18500,Corte: Pechuga + Guarnición: Papas fritas,0,18500
LP-260827-003,R,2026-08-27,3,Madrugada,Jueves,Delivery,0814,Suprema de Pollo,Carnes y pescados,1,19800,"¿A la napolitana?: Sí, napolitana + Guarnición: Puré de calabaza",1200,21000
LP-260827-003,R,2026-08-27,3,Madrugada,Jueves,Delivery,0702,Gnocchi,Pastas,1,13600,Salsa: Crema,6100,19700
LP-260827-003,R,2026-08-27,3,Madrugada,Jueves,Delivery,0816,Merluza,Carnes y pescados,1,22000,,0,22000
LP-260827-003,R,2026-08-27,3,Madrugada,Jueves,Delivery,0813,Pollo al Verdeo,Carnes y pescados,1,23000,Corte: Pechuga + Guarnición: Puré de papa,0,23000
LP-260827-004,R,2026-08-27,4,Madrugada,Jueves,Delivery,0408,Empanada de Roquefort,Empanadas,2,3400,,0,6800
LP-260827-004,R,2026-08-27,4,Madrugada,Jueves,Delivery,0404,Empanada de Jamón y Queso,Empanadas,2,3400,,0,6800
LP-260827-004,R,2026-08-27,4,Madrugada,Jueves,Delivery,0402,Empanada de Carne Picante,Empanadas,1,3800,,0,3800
LP-260827-004,R,2026-08-27,4,Madrugada,Jueves,Delivery,0401,Empanada de Carne Suave,Empanadas,3,3800,,0,11400
LP-260827-S01,S,2026-08-27,21,Cena,Jueves,Delivery,0710,Spaguetti,Pastas,1,13400,Salsa: Crema de Nuez,6200,19600
LP-260827-S02,S,2026-08-27,13,Almuerzo,Jueves,Retiro en local,1111,Carpaccio de Lomo,Ensaladas,1,17200,,0,17200
LP-260827-S02,S,2026-08-27,13,Almuerzo,Jueves,Retiro en local,0711,Penne Rigatti,Pastas,1,13600,Salsa: Putanesca,7800,21400
LP-260827-S02,S,2026-08-27,13,Almuerzo,Jueves,Retiro en local,0905,Blue-Burger,Hamburguesas,1,17200,Formato: Con pan clásico,0,17200
LP-260828-001,R,2026-08-28,19,Merienda,Viernes,Retiro en local,0408,Empanada de Roquefort,Empanadas,1,3400,,0,3400
LP-260828-001,R,2026-08-28,19,Merienda,Viernes,Retiro en local,0409,Empanada de Queso y Cebolla,Empanadas,1,3400,,0,3400
LP-260828-001,R,2026-08-28,19,Merienda,Viernes,Retiro en local,0404,Empanada de Jamón y Queso,Empanadas,3,3400,,0,10200
LP-260828-001,R,2026-08-28,19,Merienda,Viernes,Retiro en local,0401,Empanada de Carne Suave,Empanadas,2,3800,,0,7600
LP-260828-S01,S,2026-08-28,12,Almuerzo,Viernes,Delivery,0814,Suprema de Pollo,Carnes y pescados,1,19800,Guarnición: Ensalada básica,0,19800
LP-260828-S02,S,2026-08-28,13,Almuerzo,Viernes,Delivery,0818,Mongolian Beef (Picante),Carnes y pescados,2,28500,Acompañamiento: Arroz,0,57000
LP-260828-S02,S,2026-08-28,13,Almuerzo,Viernes,Delivery,0815,Salmón Rosado,Carnes y pescados,2,32400,,0,64800
LP-260828-S02,S,2026-08-28,13,Almuerzo,Viernes,Delivery,1724,Limonada con Menta y Jengibre,Bebidas,1,6400,,0,6400
LP-260829-001,R,2026-08-29,17,Merienda,Sábado,Retiro en local,1210,Percanta (para compartir),Desayuno y merienda,1,28000,,0,28000
LP-260829-002,R,2026-08-29,2,Madrugada,Sábado,Delivery,0505,Pizza Provolone,Pizzas artesanales,1,32900,Tamaño: 8 porciones,4700,37600
LP-260829-003,R,2026-08-29,2,Madrugada,Sábado,Delivery,0811,Pollo Grille,Carnes y pescados,2,18500,Corte: Pechuga + Guarnición: Papas fritas,0,37000
LP-260829-S01,S,2026-08-29,14,Almuerzo,Sábado,Delivery,1107,Pampeana,Ensaladas,1,15400,,0,15400
LP-260829-S01,S,2026-08-29,14,Almuerzo,Sábado,Delivery,1711,Sprite Zero,Bebidas,1,4200,,0,4200
LP-260829-S02,S,2026-08-29,14,Almuerzo,Sábado,Delivery,0710,Spaguetti,Pastas,1,13400,Salsa: Crema de Puerros,6200,19600
LP-260829-S02,S,2026-08-29,14,Almuerzo,Sábado,Delivery,1714,Tónica Schweppes,Bebidas,1,4200,,0,4200
LP-260829-S03,S,2026-08-29,22,Cena,Sábado,Delivery,0508,Pizza Veneciana,Pizzas artesanales,1,32800,Tamaño: 8 porciones,4700,37500
LP-260829-S03,S,2026-08-29,22,Cena,Sábado,Delivery,0536,Rúcula Crudo y Parmesano,Pizzas artesanales,1,34100,Tamaño: 8 porciones,4800,38900
LP-260829-S04,S,2026-08-29,17,Merienda,Sábado,Delivery,1401,Clásico Balcarce,Tortas,1,9700,,0,9700
LP-260829-S04,S,2026-08-29,17,Merienda,Sábado,Delivery,1321,"Tostada Pan Integral, Palta y huevo poché",Panadería y dulces,1,9300,,0,9300
LP-260829-S05,S,2026-08-29,23,Cena,Sábado,Delivery,0507,Pizza Cuatro quesos,Pizzas artesanales,1,33000,Tamaño: 8 porciones,4800,37800
LP-260829-S05,S,2026-08-29,23,Cena,Sábado,Delivery,0804,Milanesa de Ternera,Carnes y pescados,1,21000,"Guarnición: Puré de calabaza + ¿A la napolitana?: Sí, napolitana",600,21600
LP-260829-S05,S,2026-08-29,23,Cena,Sábado,Delivery,1725,Milk shake (Vainilla o Chocolate o Americana con leche),Bebidas,1,8700,,0,8700
LP-260829-S06,S,2026-08-29,20,Cena,Sábado,Retiro en local,0809,Ojo de Bife,Carnes y pescados,1,28500,Guarnición: Puré de papa,0,28500
LP-260829-S06,S,2026-08-29,20,Cena,Sábado,Retiro en local,0540,Champignon,Pizzas artesanales,1,33900,Tamaño: 6 porciones,0,33900
LP-260829-S06,S,2026-08-29,20,Cena,Sábado,Retiro en local,0529,Pizza Palmitos,Pizzas artesanales,1,33900,Tamaño: 8 porciones,4700,38600
LP-260829-S06,S,2026-08-29,20,Cena,Sábado,Retiro en local,0543,Ananá,Pizzas artesanales,1,33000,Tamaño: 6 porciones,0,33000
LP-260830-001,R,2026-08-30,2,Madrugada,Domingo,Delivery,0224,Fainá (porción),Entradas,1,3300,,0,3300
LP-260830-001,R,2026-08-30,2,Madrugada,Domingo,Delivery,0519,Pizza Jamón y morrones,Pizzas artesanales,1,27600,Tamaño: 6 porciones,0,27600
LP-260830-001,R,2026-08-30,2,Madrugada,Domingo,Delivery,0501,Pizza Mozzarella,Pizzas artesanales,1,22600,Tamaño: 8 porciones,5400,28000
LP-260830-002,R,2026-08-30,2,Madrugada,Domingo,Retiro en local,0404,Empanada de Jamón y Queso,Empanadas,3,3400,,0,10200
LP-260830-002,R,2026-08-30,2,Madrugada,Domingo,Retiro en local,0401,Empanada de Carne Suave,Empanadas,4,3800,,0,15200
LP-260830-S01,S,2026-08-30,23,Cena,Domingo,Delivery,1102,Zen Antioxidante,Ensaladas,1,15800,,0,15800
LP-260830-S01,S,2026-08-30,23,Cena,Domingo,Delivery,0802,Medallón de Lomo,Carnes y pescados,1,28000,Guarnición: Puré de calabaza,0,28000
LP-260830-S01,S,2026-08-30,23,Cena,Domingo,Delivery,0537,Rúcula y Brie,Pizzas artesanales,1,34600,Tamaño: 6 porciones,0,34600
LP-260830-S01,S,2026-08-30,23,Cena,Domingo,Delivery,0204,Nachos Mex,Entradas,1,14600,,0,14600
LP-260830-S02,S,2026-08-30,21,Cena,Domingo,Delivery,0542,Espárragos a la Parmesana,Pizzas artesanales,1,33100,Tamaño: 6 porciones,0,33100
LP-260830-S02,S,2026-08-30,21,Cena,Domingo,Delivery,0801,Ribbs Percanta,Carnes y pescados,2,26800,Guarnición: Ensalada básica,0,53600
LP-260830-S03,S,2026-08-30,14,Almuerzo,Domingo,Delivery,1010,Panini de Vegetales,Sándwiches,1,11000,,0,11000
LP-260830-S03,S,2026-08-30,14,Almuerzo,Domingo,Delivery,0704,Ravioles de Ricotta,Pastas,1,14400,Salsa: Frutos del Mar,13500,27900
LP-260830-S03,S,2026-08-30,14,Almuerzo,Domingo,Delivery,1715,Jugo Natural Chico Naranja / Limón,Bebidas,2,5400,,0,10800
LP-260830-S04,S,2026-08-30,13,Almuerzo,Domingo,Delivery,0701,Tallarín casero,Pastas,1,13600,Salsa: Funghi,6200,19800
LP-260831-001,R,2026-08-31,3,Madrugada,Lunes,Retiro en local,0804,Milanesa de Ternera,Carnes y pescados,1,21000,Guarnición: Papas fritas,0,21000
LP-260831-S01,S,2026-08-31,12,Almuerzo,Lunes,Delivery,0823,Risotto de Vegetales,Carnes y pescados,1,21000,,0,21000
LP-260831-S01,S,2026-08-31,12,Almuerzo,Lunes,Delivery,1009,Panini Caprese,Sándwiches,1,11000,,0,11000
LP-260901-001,R,2026-09-01,19,Merienda,Martes,Delivery,0807,Bife de Chorizo,Carnes y pescados,1,26000,Guarnición: Ensalada básica + Guarnición: Puré de papa,0,26000
LP-260901-001,R,2026-09-01,19,Merienda,Martes,Delivery,0807,Bife de Chorizo,Carnes y pescados,1,26000,Guarnición: Ensalada básica + Guarnición: Puré de papa,0,26000
LP-260901-002,R,2026-09-01,2,Madrugada,Martes,Delivery,0804,Milanesa de Ternera,Carnes y pescados,1,21000,"¿A la napolitana?: Sí, napolitana + Guarnición: Ensalada básica + Guarnición: Puré de papa",600,21600
LP-260901-002,R,2026-09-01,2,Madrugada,Martes,Delivery,0804,Milanesa de Ternera,Carnes y pescados,1,21000,"¿A la napolitana?: Sí, napolitana + Guarnición: Ensalada básica + Guarnición: Puré de papa",0,21000
LP-260901-003,R,2026-09-01,2,Madrugada,Martes,Delivery,0814,Suprema de Pollo,Carnes y pescados,1,19800,Guarnición: Papas fritas,0,19800
LP-260901-S01,S,2026-09-01,13,Almuerzo,Martes,Delivery,1117,Madero con Langostinos,Ensaladas,1,21000,,0,21000
LP-260901-S01,S,2026-09-01,13,Almuerzo,Martes,Delivery,1716,"Agua Saborizada Levite (Pomelo, Naranja Dulce, Manzana Cero)",Bebidas,1,4200,,0,4200
LP-260901-S02,S,2026-09-01,21,Cena,Martes,Retiro en local,0813,Pollo al Verdeo,Carnes y pescados,1,23000,Corte: Patamuslo + Guarnición: Ensalada básica,0,23000
LP-260901-S02,S,2026-09-01,21,Cena,Martes,Retiro en local,1111,Carpaccio de Lomo,Ensaladas,1,17200,,0,17200
LP-260901-S02,S,2026-09-01,21,Cena,Martes,Retiro en local,0404,Empanada de Jamón y Queso,Empanadas,6,3400,,0,20400
LP-260901-S02,S,2026-09-01,21,Cena,Martes,Retiro en local,1717,"Agua Saborizada We by Ser (Citrus, Limón)",Bebidas,2,3500,,0,7000
LP-260901-S03,S,2026-09-01,22,Cena,Martes,Delivery,0815,Salmón Rosado,Carnes y pescados,1,32400,,0,32400
LP-260901-S03,S,2026-09-01,22,Cena,Martes,Delivery,0402,Empanada de Carne Picante,Empanadas,6,3800,,0,22800
LP-260902-001,R,2026-09-02,2,Madrugada,Miércoles,Delivery,0404,Empanada de Jamón y Queso,Empanadas,3,3400,,0,10200
LP-260902-001,R,2026-09-02,2,Madrugada,Miércoles,Delivery,0401,Empanada de Carne Suave,Empanadas,5,3800,,0,19000
LP-260902-001,R,2026-09-02,2,Madrugada,Miércoles,Delivery,0407,Empanada de Choclo,Empanadas,3,3400,,0,10200
LP-260902-001,R,2026-09-02,2,Madrugada,Miércoles,Delivery,0603,Calzón Percanta (pequeño),Calzones,1,36500,,0,36500
LP-260902-S01,S,2026-09-02,9,Desayuno,Miércoles,Delivery,1311,Cuadradito: Brownie,Panadería y dulces,1,5800,,0,5800
LP-260902-S01,S,2026-09-02,9,Desayuno,Miércoles,Delivery,1308,Budín: Nuez,Panadería y dulces,1,5800,,0,5800
LP-260902-S01,S,2026-09-02,9,Desayuno,Miércoles,Delivery,1621,Capuchino doble Proteico,Cafetería,3,7300,,0,21900
LP-260903-001,R,2026-09-03,2,Madrugada,Jueves,Delivery,0222,Tortilla de papa,Entradas,2,14500,,0,29000
LP-260903-002,R,2026-09-03,4,Madrugada,Jueves,Delivery,1114,Caesar con Pollo,Ensaladas,1,17100,,0,17100
LP-260903-002,R,2026-09-03,4,Madrugada,Jueves,Delivery,0701,Tallarín casero,Pastas,1,13600,Salsa: Parisien,8200,21800
LP-260903-S01,S,2026-09-03,10,Desayuno,Jueves,Retiro en local,1306,"Cookie: Manzana, Canela y Almendras",Panadería y dulces,1,5600,,0,5600
LP-260903-S01,S,2026-09-03,10,Desayuno,Jueves,Retiro en local,1324,Alfajores de Maizena (con Dulce de leche),Panadería y dulces,1,5400,,0,5400
LP-260903-S01,S,2026-09-03,10,Desayuno,Jueves,Retiro en local,1618,Calypso,Cafetería,2,6600,,0,13200
LP-260903-S02,S,2026-09-03,14,Almuerzo,Jueves,Retiro en local,0710,Spaguetti,Pastas,1,13400,Salsa: Crema de Puerros,6200,19600
LP-260903-S03,S,2026-09-03,21,Cena,Jueves,Delivery,0216,Pinchos de pollo grillados (Salsa Tártara),Entradas,2,14800,,0,29600
LP-260903-S04,S,2026-09-03,9,Desayuno,Jueves,Retiro en local,1208,Energético,Desayuno y merienda,2,11000,,0,22000
LP-260903-S04,S,2026-09-03,9,Desayuno,Jueves,Retiro en local,1321,"Tostada Pan Integral, Palta y huevo poché",Panadería y dulces,2,9300,,0,18600
LP-260904-001,R,2026-09-04,2,Madrugada,Viernes,Delivery,0404,Empanada de Jamón y Queso,Empanadas,1,3400,,0,3400
LP-260904-001,R,2026-09-04,2,Madrugada,Viernes,Delivery,0409,Empanada de Queso y Cebolla,Empanadas,1,3400,,0,3400
LP-260904-001,R,2026-09-04,2,Madrugada,Viernes,Delivery,0408,Empanada de Roquefort,Empanadas,1,3400,,0,3400
LP-260904-001,R,2026-09-04,2,Madrugada,Viernes,Delivery,0407,Empanada de Choclo,Empanadas,1,3400,,0,3400
LP-260904-001,R,2026-09-04,2,Madrugada,Viernes,Delivery,0402,Empanada de Carne Picante,Empanadas,2,3800,,0,7600
LP-260904-001,R,2026-09-04,2,Madrugada,Viernes,Delivery,0401,Empanada de Carne Suave,Empanadas,4,3800,,0,15200
LP-260904-002,R,2026-09-04,2,Madrugada,Viernes,Delivery,0702,Gnocchi,Pastas,1,13600,Salsa: Crema,6100,19700
LP-260904-002,R,2026-09-04,2,Madrugada,Viernes,Delivery,0706,Sorrentino (Jamón y Mozzarella),Pastas,1,14800,Salsa: Crema,6100,20900
LP-260904-S01,S,2026-09-04,18,Merienda,Viernes,Delivery,1401,Clásico Balcarce,Tortas,1,9700,,0,9700
LP-260904-S02,S,2026-09-04,19,Merienda,Viernes,Delivery,1314,Pasta Frola Membrillo,Panadería y dulces,1,5600,,0,5600
LP-260904-S02,S,2026-09-04,19,Merienda,Viernes,Delivery,1201,Yogurt con cereales Frutos Rojos,Desayuno y merienda,2,5100,,0,10200
LP-260904-S02,S,2026-09-04,19,Merienda,Viernes,Delivery,1325,Alfajores de Coco (con Dulce de leche),Panadería y dulces,1,6200,,0,6200
LP-260904-S03,S,2026-09-04,20,Cena,Viernes,Delivery,0516,Pizza Atún,Pizzas artesanales,1,34100,Tamaño: 6 porciones,0,34100
LP-260904-S03,S,2026-09-04,20,Cena,Viernes,Delivery,0709,Tagliatelle de espinaca,Pastas,1,13400,Salsa: Bolognesa,7600,21000
LP-260904-S03,S,2026-09-04,20,Cena,Viernes,Delivery,0401,Empanada de Carne Suave,Empanadas,3,3800,,0,11400
LP-260904-S04,S,2026-09-04,9,Desayuno,Viernes,Retiro en local,1209,Deportivo,Desayuno y merienda,1,12400,,0,12400
LP-260904-S04,S,2026-09-04,9,Desayuno,Viernes,Retiro en local,1201,Yogurt con cereales Frutos Rojos,Desayuno y merienda,1,5100,,0,5100
LP-260904-S05,S,2026-09-04,13,Almuerzo,Viernes,Retiro en local,1112,Americana con Pollo,Ensaladas,3,17100,,0,51300
LP-260904-S05,S,2026-09-04,13,Almuerzo,Viernes,Retiro en local,0709,Tagliatelle de espinaca,Pastas,1,13400,Salsa: Amatriciana,8200,21600
LP-260904-S05,S,2026-09-04,13,Almuerzo,Viernes,Retiro en local,1711,Sprite Zero,Bebidas,1,4200,,0,4200
LP-260904-S06,S,2026-09-04,20,Cena,Viernes,Retiro en local,0809,Ojo de Bife,Carnes y pescados,1,28500,Guarnición: Puré de papa,0,28500
LP-260905-001,R,2026-09-05,19,Merienda,Sábado,Delivery,1012,Panini de Lomo,Sándwiches,1,16800,,0,16800
LP-260905-001,R,2026-09-05,19,Merienda,Sábado,Delivery,1011,Panini de Pollo,Sándwiches,1,14600,,0,14600
LP-260905-002,R,2026-09-05,2,Madrugada,Sábado,Delivery,0501,Pizza Mozzarella,Pizzas artesanales,1,22600,Tamaño: 6 porciones,0,22600
LP-260905-003,R,2026-09-05,2,Madrugada,Sábado,Delivery,0402,Empanada de Carne Picante,Empanadas,2,3800,,0,7600
LP-260905-003,R,2026-09-05,2,Madrugada,Sábado,Delivery,0404,Empanada de Jamón y Queso,Empanadas,4,3400,,0,13600
LP-260905-003,R,2026-09-05,2,Madrugada,Sábado,Delivery,0401,Empanada de Carne Suave,Empanadas,9,3800,,0,34200
LP-260905-004,R,2026-09-05,3,Madrugada,Sábado,Delivery,0209,Papas Fritas (Provenzal o regular),Entradas,1,10600,Preparación: Regular,0,10600
LP-260905-S01,S,2026-09-05,10,Desayuno,Sábado,Delivery,1203,Madero,Desayuno y merienda,1,7500,,0,7500
LP-260905-S01,S,2026-09-05,10,Desayuno,Sábado,Delivery,1314,Pasta Frola Membrillo,Panadería y dulces,1,5600,,0,5600
LP-260905-S01,S,2026-09-05,10,Desayuno,Sábado,Delivery,1320,"Huevos revueltos, panceta / pan de campo",Panadería y dulces,2,8900,,0,17800
LP-260905-S01,S,2026-09-05,10,Desayuno,Sábado,Delivery,1703,Agua Mineral Sin Gas (Villavicencio),Bebidas,1,4200,,0,4200
